IdSource,IdTarget,Weight,Type
edor,lori,1,undirected
edor,mord,1,undirected
edor,orcs,1,undirected
edor,pipp,1,undirected
edor,rive,1,undirected
edor,saur,1,undirected
elen,eowy,1,undirected
elen,grim,1,undirected
elen,hobb,1,undirected
elen,isen,1,undirected
elen,lego,1,undirected
elen,merr,1,undirected
elen,mori,1,undirected
elen,orcs,1,undirected
elen,roha,1,undirected
elen,sfax,1,undirected
elen,shir,1,undirected
elro,ents,1,undirected
elro,gild,1,undirected
elro,helm,1,undirected
elro,hton,1,undirected
elro,isen,1,undirected
elro,mdoo,1,undirected
elro,nazg,1,undirected
elro,orth,1,undirected
elro,tomb,1,undirected
elro,treeb,1,undirected
elve,gorb,1,undirected
elve,hton,1,undirected
elve,osgi,1,undirected
elve,saru,1,undirected
elve,shel,1,undirected
elve,theod,1,undirected
elve,thor,1,undirected
elve,thra,1,undirected
ents,eorl,1,undirected
ents,fara,1,undirected
ents,gala,1,undirected
ents,gloi,1,undirected
ents,goll,1,undirected
ents,gond,1,undirected
ents,grim,1,undirected
ents,helm,1,undirected
ents,lori,1,undirected
ents,loth,1,undirected
ents,mord,1,undirected
ents,mori,1,undirected
ents,nazg,1,undirected
ents,rive,1,undirected
ents,shel,1,undirected
ents,shir,1,undirected
ents,tiri,1,undirected
ents,tomb,1,undirected
eome,hobb,1,undirected
eome,lori,1,undirected
eome,orth,1,undirected
eome,osgi,1,undirected
eome,rive,1,undirected
eome,sams,1,undirected
eorl,gimli,1,undirected
eorl,lego,1,undirected
eorl,tiri,1,undirected
eorl,treeb,1,undirected
eowy,gimli,1,undirected
eowy,mord,1,undirected
eowy,nume,1,undirected
eowy,orcs,1,undirected
eowy,ring,1,undirected
eowy,rive,1,undirected
eowy,shir,1,undirected
fara,hobb,1,undirected
fara,nazg,1,undirected
fara,sfax,1,undirected
fara,treeb,1,undirected
frod,helm,1,undirected
frod,treeb,1,undirected
gala,gild,1,undirected
gala,glorf,1,undirected
gala,gond,1,undirected
gala,helm,1,undirected
gala,mord,1,undirected
gala,mori,1,undirected
gala,nazg,1,undirected
gala,orcs,1,undirected
gala,roha,1,undirected
gala,theod,1,undirected
gber,ring,1,undirected
gild,merr,1,undirected
gild,nazg,1,undirected
gild,osgi,1,undirected
gild,rive,1,undirected
gild,tomb,1,undirected
gimli,glorf,1,undirected
gimli,grim,1,undirected
gimli,hobb,1,undirected
gimli,lori,1,undirected
gimli,mdoo,1,undirected
gimli,thor,1,undirected
gloi,goll,1,undirected
gloi,isen,1,undirected
gloi,isil,1,undirected
gloi,loth,1,undirected
gloi,shir,1,undirected
gloi,thra,1,undirected
gloi,treeb,1,undirected
glorf,gond,1,undirected
glorf,lego,1,undirected
glorf,lori,1,undirected
glorf,loth,1,undirected
glorf,nazg,1,undirected
glorf,saru,1,undirected
glorf,shir,1,undirected
glorf,theod,1,undirected
glorf,tiri,1,undirected
glorf,tomb,1,undirected
goll,merr,1,undirected
goll,nume,1,undirected
goll,thor,1,undirected
goll,treeb,1,undirected
gond,grim,1,undirected
gond,loth,1,undirected
gond,mdoo,1,undirected
gond,treeb,1,undirected
gorb,mord,1,undirected
gorb,ring,1,undirected
gorb,shel,1,undirected
grim,helm,1,undirected
grim,hobb,1,undirected
grim,sams,1,undirected
grim,shir,1,undirected
hald,hobb,1,undirected
hald,merr,1,undirected
hald,pipp,1,undirected
hald,saur,1,undirected
helm,merr,1,undirected
helm,nazg,1,undirected
helm,orth,1,undirected
helm,pipp,1,undirected
helm,shir,1,undirected
hobb,orth,1,undirected
hobb,saur,1,undirected
hobb,sfax,1,undirected
hobb,theod,1,undirected
hobb,thra,1,undirected
hobb,tiri,1,undirected
hobb,treeb,1,undirected
hton,tomb,1,undirected
hton,treeb,1,undirected
isen,lori,1,undirected
isen,morg,1,undirected
isen,mori,1,undirected
isen,rive,1,undirected
isen,tomb,1,undirected
isil,lego,1,undirected
isil,morg,1,undirected
isil,mori,1,undirected
isil,orcs,1,undirected
isil,orth,1,undirected
isil,pipp,1,undirected
isil,theod,1,undirected
isil,thra,1,undirected
lego,thor,1,undirected
lori,mdoo,1,undirected
lori,merr,1,undirected
lori,saru,1,undirected
lori,tiri,1,undirected
lori,tomb,1,undirected
lori,treeb,1,undirected
loth,mdoo,1,undirected
loth,nazg,1,undirected
loth,ring,1,undirected
loth,tomb,1,undirected
loth,treeb,1,undirected
mdoo,morg,1,undirected
mdoo,osgi,1,undirected
mdoo,rive,1,undirected
mdoo,roha,1,undirected
mdoo,saru,1,undirected
merr,mori,1,undirected
merr,nume,1,undirected
merr,osgi,1,undirected
merr,sfax,1,undirected
merr,shel,1,undirected
mord,nazg,1,undirected
mord,sfax,1,undirected
morg,saru,1,undirected
morg,theod,1,undirected
mori,nazg,1,undirected
mori,pipp,1,undirected
mori,saru,1,undirected
mori,sfax,1,undirected
mori,tomb,1,undirected
mori,treeb,1,undirected
nazg,nume,1,undirected
nazg,orcs,1,undirected
nazg,osgi,1,undirected
nume,osgi,1,undirected
nume,rive,1,undirected
nume,sams,1,undirected
nume,saru,1,undirected
nume,tiri,1,undirected
orth,rive,1,undirected
orth,sams,1,undirected
osgi,orcs,1,undirected
osgi,sams,1,undirected
osgi,saru,1,undirected
osgi,shel,1,undirected
pipp,shel,1,undirected
ring,sfax,1,undirected
rive,saru,1,undirected
rive,thor,1,undirected
rive,treeb,1,undirected
sams,sfax,1,undirected
sams,treeb,1,undirected
saru,thor,1,undirected
saur,tomb,1,undirected
sfax,orcs,1,undirected
sfax,tiri,1,undirected
shel,shir,1,undirected
shel,tiri,1,undirected
shir,thra,1,undirected
shir,treeb,1,undirected
